id	description	number_of_orders	price	url
32890964050	BONAMIE Hot! Кредитный держатель для карт чехол алюминиевый кошелек с эластичным задним карманом RFID Тонкий металлический кошелек визитница держ...	188 продано	313,74 руб.	//aliexpress.ru/item/32890964050.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-26&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33039645338	Чехол-посылка для паспорта CUIKCA, блестящий кожаный чехол-кошелек с блестками, чехлы для удостоверений, сумка для паспорта, держатель для биле...	51 продано	396,35 руб.	//aliexpress.ru/item/33039645338.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-27&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32781025671	Мужской кошелек 3D Touch Mr Robot, модный кошелек с логотипом MR ROBOT, для ТВ-шоу, по долларовой цене	8 продано	353,46 руб.	//aliexpress.ru/item/32781025671.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-28&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000388972840	Женский винтажный кошелек, Длинный кошелек на молнии с отделением для карт	40 продано	624,30 - 702,14 руб.	//aliexpress.ru/item/4000388972840.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-29&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000861716563	Мужской кошелек унисекс, японский и корейский бренд, нейлоновый короткий кошелек, Женская сумочка, повседневные кошельки для студентов, Мол...	122 продано	1 269,25 руб.	//aliexpress.ru/item/4000861716563.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-30&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000265344362	Брендовый дизайнерский бумажник с геометрическим узором, кожаный карман для телефона, держатель для карт, кошелек для монет, женские кошель...	1 продано	742,65 руб.	//aliexpress.ru/item/4000265344362.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-31&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000193517041	Женский кожаный мини-кошелек с цветочным узором, органайзер для денег, короткий роскошный брендовый кошелек на молнии с небольшой вышивкой,...	73 продано	325,66 - 355,04 руб.	//aliexpress.ru/item/4000193517041.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-32&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32841455542	Новинка, женские кошельки из искусственной кожи, длинные кошельки с застежкой, многофункциональный вместительный кошелек, Женский перенос...	14 продано	396,35 руб.	//aliexpress.ru/item/32841455542.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-33&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000453102603	Litthing Женский Длинный кошелек из искусственной кожи, клатч для кредитных карт, кошелек, женский матовый кошелек с пряжкой, многофункциональн...	7 продано	225,58 - 548,85 руб.	//aliexpress.ru/item/4000453102603.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-34&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001139069307	Женский кошелек из искусственной кожи, Женский Длинный кошелек с золотыми листьями, Сумочка для женщин, кошелек для монет, держатель для кар...	23 продано	244,64 - 354,25 руб.	//aliexpress.ru/item/4001139069307.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-35&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000598836149	Голографический лазерный кошелек для женщин 2020, милая многофункциональная мини квадратная сумочка в Корейском стиле, простой Органайзер и...	19 продано	401,11 руб.	//aliexpress.ru/item/4000598836149.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-36&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001354333168	CARTELO Женский Длинный кошелек на молнии с отделением для карт, Женский кошелек в европейском и американском стиле, мобильный телефон, сумка, м...		681,49 руб.	//aliexpress.ru/item/1005001354333168.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-37&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32962930114	Женский кошелек, простой ретро стиль, принт совы, Длинный кошелек, портмоне, держатель для карт, кошелек, супер качество, portefeuille femme	4 продано	213,66 - 297,06 руб.	//aliexpress.ru/item/32962930114.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-38&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32887481390	Кошелек WEICHEN Женский, на молнии, с отделением для монет и сотовых телефонов	14 продано	598,09 руб.	//aliexpress.ru/item/32887481390.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-39&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33040563545	2020 кожаный кошелек женский роскошный большой вместительный клатч длинный женский кошелек держатель для карт геометрические женские кошел...	552 продано	363,78 - 533,76 руб.	//aliexpress.ru/item/33040563545.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-40&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000907619330	Новинка, популярные женские кошельки, женские кошельки из искусственной кожи, короткий дизайнерский кошелек с застежкой, маленькая Портати...	8 продано	645,75 руб.	//aliexpress.ru/item/4000907619330.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-41&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32832838197	Роскошный брендовый дизайнерский длинный Клатч женский кошелек, клатч, кожаный кошелек на молнии с кисточкой и держателем для карт с зонтик...	10 продано	392,38 руб.	//aliexpress.ru/item/32832838197.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-42&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
10000014332523	FONMOR женские кошельки, Маленький модный кошелек из искусственной кожи, дамские сумки для карт и монет, студенческий женский кошелек, коротки...	12 продано	289,91 руб.	//aliexpress.ru/item/10000014332523.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-43&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001296216021	FOXER женский модный маленький кошелек из ПВХ кожи, большой объем, слот для карт, Женский карман для монет, двойной клатч, сумка для денег, держа...	9 продано	1 254,16 - 1 532,95 руб.	//aliexpress.ru/item/1005001296216021.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-44&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000002760252	Женский кошелек, Женский кошелек, кожаный кошелек, Длинный кошелек для монет, держатель для карт, клатч, многофункциональный кошелек, Carteira ...	615 продано	862,58 руб.	//aliexpress.ru/item/4000002760252.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-45&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32951099781	RUPUTIN/милый женский кошелек, высококачественный кожаный короткий клатч с застежкой, Женский кошелек с рисунком из мультфильма, кошелек на мо...	33 продано	312,95 - 332,01 руб.	//aliexpress.ru/item/32951099781.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-46&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000109809359	Женские кошельки, женский короткий дизайн, модный кошелек в три сложения, простой милый студенческий клатч, держатель для карт, кошелек для ...	37 продано	238,29 - 328,83 руб.	//aliexpress.ru/item/4000109809359.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-47&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000173625897	Смарт-кошелек RFID, держатель для кредитных карт, металлический тонкий мужской кошелек, пропуск, секретный всплывающий минималистичный кошел...	10 продано	559,17 руб.	//aliexpress.ru/item/4000173625897.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-48&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32879195162	Женский кошелек с вышивкой птицы Portefeuille Femme, короткий кошелек на молнии с застежкой, кожаный держатель для карт, зеленый, синий, розовый, черн...	161 продано	235,11 - 316,13 руб.	//aliexpress.ru/item/32879195162.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-49&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000094545556	Модный женский кошелек из натуральной кожи, Роскошный дизайнерский кошелек из лакированной кожи, женский клатч, 3 сложения, кошелек из волов...		1 088,95 руб.	//aliexpress.ru/item/4000094545556.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-50&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000598147839	Женский кошелек с кисточками, Маленький милый кошелек, женские короткие кожаные кошельки, кошельки на молнии, Женский кошелек, клатч	164 продано	358,22 руб.	//aliexpress.ru/item/4000598147839.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-51&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32805114695	WEICHEN/женские кошельки в тонком стиле, сумка для монет на молнии сзади, синяя мягкая кожа, Дамская визитница, тонкий кошелек, Женский кошелек, ...	247 продано	510,72 - 585,38 руб.	//aliexpress.ru/item/32805114695.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-52&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32851942810	Женские кошельки из натуральной кожи Crazy Horse, визитница с двойной молнией, кошелек из яловой кожи	20 продано	821,28 руб.	//aliexpress.ru/item/32851942810.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-53&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001429436918	YAMBUTO RFID Противоугонный Новый чехол для карт из алюминия с одной коробкой, Умный кошелек, тонкий модный клатч, всплывающая кнопка, держатель д...		305,80 руб.	//aliexpress.ru/item/1005001429436918.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-54&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32835194024	VICKAWEB маленький кошелек из натуральной кожи, женские бумажники, короткий кошелек аллигатора, кошелек с застежкой для девушек, модные женские...	13 продано	1 031,76 - 1 111,19 руб.	//aliexpress.ru/item/32835194024.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-55&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000072316629	Кошелек из натуральной кожи для мужчин и женщин, роскошный Винтажный Длинный кошелек, сумочка, визитница на молнии, карман для монет, сумка д...	4 продано	4 387,56 руб.	//aliexpress.ru/item/4000072316629.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-56&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000090112994	Японский многофункциональный женский мини кошелек карамельного цвета в форме сердца вышивка женский короткий кошелек милый кошелек карта ...	5 продано	227,17 - 362,99 руб.	//aliexpress.ru/item/4000090112994.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-57&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001310045429	Модный женский кошелек из искусственной кожи в Корейском стиле, однотонный ретро-кошелек, мобильный телефон, сумка для женщин, 2020		438,44 - 953,93 руб.	//aliexpress.ru/item/1005001310045429.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-58&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001037718174	WESTAL женский кошелек, Женский кошелек из натуральной кожи, кошелек для женщин с крокодиловым узором, роскошный брендовый женский клатч	26 продано	1 011,91 руб.	//aliexpress.ru/item/4001037718174.html?algo_pvid=368b3228-064d-4489-a46d-f38e76fa78c2&algo_expid=368b3228-064d-4489-a46d-f38e76fa78c2-59&btsid=0b8b158f16010313312215970ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000803584546	Женский кошелек, 2020, новая сумка на молнии, на заказ, Длинный кошелек, индивидуальная фотография, печать, большая емкость, подарок, сделай сам...	7 продано	565,53 - 953,13 руб.	//aliexpress.ru/item/4000803584546.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-0&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000233220130	Модные Роскошные кошельки, Женские однотонные кожаные кошельки с ремешком на запястье, длинный многофункциональный Женский кошелек Porte ...	62 продано	1 955,50 руб.	//aliexpress.ru/item/4000233220130.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-1&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33047755443	Дизайнерские бумажники известного бренда, Женский кошелек из натуральной кожи на молнии, однотонный Длинный кошелек, вместительная сумка д...	13 продано	2 779,16 руб.	//aliexpress.ru/item/33047755443.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-2&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32840598167	Длинный однотонный роскошный бренд, женские кошельки, модный кожаный кошелек с застежкой, женский кошелек, клатч, кошелек для денег, Женский...	61 продано	306,59 руб.	//aliexpress.ru/item/32840598167.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-3&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32867696519	Кошелек на молнии для женщин, мини-кошельки, Дамские кошельки, сумочки-кошельки для девушек, кошелек, сумки для карт, брелок, подвесная сумка,...	4 продано	337,57 руб.	//aliexpress.ru/item/32867696519.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-4&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000859744274	Женский кошелек, мобильный телефон, сумка, фирменный дизайн, женская карта, искусственная кожа, длинные женские кошельки и кошельки, Дамский...	56 продано	310,57 руб.	//aliexpress.ru/item/4000859744274.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-5&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000103368052	2020 Модный женский кошелек с кисточками для кредитных карт, маленькие Роскошные брендовые кожаные короткие женские кошельки и кошельки, ...	13 продано	316,13 руб.	//aliexpress.ru/item/4000103368052.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-6&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001160224828	Новинка 2020, Модный женский кошелек, многофункциональная сумка на мобильный телефон, вместительные кошельки, женская сумка-мессенджер на пл...		261,32 - 818,11 руб.	//aliexpress.ru/item/4001160224828.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-7&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32639168345	Женский кошелек из синтетической кожи, дизайнерский кошелек с цветочным узором и карманами для карт	26 продано	580,62 руб.	//aliexpress.ru/item/32639168345.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-8&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001250486608	Модный клетчатый женский кошелек, маленький кошелек для монет, многофункциональный мини кошелек, Женский кошелек из искусственной кожи, ко...		596,50 руб.	//aliexpress.ru/item/4001250486608.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-9&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32428085131	Популярная модная дамская сумка-кошелек для монет, женские бумажники, милый цветочный кошелек на молнии, кошелек с отделениями для карт, тел...	123 продано	290,71 руб.	//aliexpress.ru/item/32428085131.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-10&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001427353212	Тонкий бумажник для женщин из натуральной кожи, RFID блокирующий маленький держатель для карт, многофункциональный зажим для денег PL201486		1 858,60 руб.	//aliexpress.ru/item/1005001427353212.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-11&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001357411524	Модный женский кошелек из искусственной кожи, женские кошельки, Длинный кошелек на молнии, кошелек для карт, держатель для фотографий, сумки...		389,20 руб.	//aliexpress.ru/item/1005001357411524.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-12&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000603143688	Модный женский короткий кошелек из змеиной кожи, Женский Повседневный мини-клатч из искусственной кожи с отделением для карт	44 продано	57,99 - 292,30 руб.	//aliexpress.ru/item/4000603143688.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-13&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001354333168	CARTELO Женский Длинный кошелек на молнии с отделением для карт, Женский кошелек в европейском и американском стиле, мобильный телефон, сумка, м...		681,49 руб.	//aliexpress.ru/item/1005001354333168.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-14&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000606436169	KAVIS Rfid Женский кошелек из натуральной кожи, Женский кошелек для монет, сумка для денег, маленький держатель для карт, красный цвет, модная для...	307 продано	850,67 - 1 121,52 руб.	//aliexpress.ru/item/4000606436169.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-15&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33063030632	Новый женский кошелек из искусственной кожи с застежкой, маленький и тонкий кошелек с карманом для монет, женские кошельки, женский кошелек,...		312,15 руб.	//aliexpress.ru/item/33063030632.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-16&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000811078609	Кошелек Золотой снитч с Тернером времени, Женский кошелек для монет, женские бумажники, DFT9308	62 продано	768,86 руб.	//aliexpress.ru/item/4000811078609.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-17&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000217060744	Женский винтажный кошелек из искусственной кожи в стиле ретро, клатч с держателем для карт, однотонные стандартные бумажники с вырезами	16 продано	154,89 руб.	//aliexpress.ru/item/4000217060744.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-18&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001306727361	Женский кошелек, кошелек, винтажная сумка для хранения карт, Длинный кошелек из искусственной кожи, сумочка на молнии, SEC88		285,94 - 294,68 руб.	//aliexpress.ru/item/1005001306727361.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-19&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32882619762	Новые женские бумажники, женские кошельки из искусственной кожи, вместительные держатели для ID карт, Женский высококачественный Длинный ко...	28 продано	554,41 - 595,71 руб.	//aliexpress.ru/item/32882619762.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-20&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001179496670	BISI GORO, Противоугонный смарт-кошелек, алюминиевый, с одной коробкой, тонкий, RFID, модный клатч, всплывающая кнопка, держатель для карт, новое им...	7 продано	293,89 руб.	//aliexpress.ru/item/4001179496670.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-21&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32639791792	Модные женские кошельки карамельных цветов, короткий кожаный кошелек в горошек на молнии, маленький кошелек с держателем для карт для девуш...	35 продано	304,21 руб.	//aliexpress.ru/item/32639791792.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-22&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000806060225	Женский кожаный кошелек на молнии, модный длинный кошелек с отделением для телефона и визитницей, кошелек для монет, 2020	8 продано	200,96 - 541,70 руб.	//aliexpress.ru/item/4000806060225.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-23&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001326710238	Женский короткий кошелек в стиле пэчворк, маленький кошелек на молнии, мягкие кошельки с кисточками, милый простой держатель для карт, контр...		287,53 руб.	//aliexpress.ru/item/1005001326710238.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-24&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000136888753	Новинка 2020 года. Модные Кожаные Кошельки CCCP в советском стиле. Модные мужские кошельки для денег. Кошелек для карт. Держатель для денег	105 продано	318,51 - 346,31 руб.	//aliexpress.ru/item/4000136888753.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-25&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000190922804	X.D.BOLO Модный кошелек из натуральной кожи женские кошельки с отделением для карт женский кошелек с карманом для монет женский кошелек для ден...	196 продано	972,19 руб.	//aliexpress.ru/item/4000190922804.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-26&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1005001376892130	Стильный карманный Длинный кошелек из искусственной кожи, многофункциональный кошелек, Женский кошелек для монет, держатель для карт, клат...	1 продано	251,79 - 760,92 руб.	//aliexpress.ru/item/1005001376892130.html?algo_pvid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0&algo_expid=99b81a5d-0c59-4ef2-a50a-fef7c7229fd0-27&btsid=0b8b158f16010313673686464ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
